Name,Number,Team,Country,Age,Weight,Height,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,SK,DU,ST,SZ,AG,RB,SC,HS,RT,EX,LD,MO,PO,OV,Pro GP,Pro Minutes Played,Pro W,Pro L,Pro OTL,Pro Shutouts,Pro GA,Pro SA,Pro PIM,Pro A,Pro PenalityShots Shots, Pro PenalityShots Goals,Pro Empty Net Goal,Farm GP,Farm Minutes Played,Farm W,Farm L,Farm OTL,Farm Shutouts,Farm GA,Farm SA,Farm PIM,Farm A,Farm PenalityShots Shots, Farm PenalityShots Goals,Farm Empty Net Goal
Dan LaCosta,110,Senators,CAN,24,186,73,2,True,False,False,False,False,600000,,0,100,0,0,63,67,66,80,63,63,63,65,63,63,62,50,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Turple,111, ,CAN,25,220,78,0,True,False,False,False,False,600000,,0,100,0,0,54,56,85,90,54,54,54,55,54,66,67,50,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Larsson,112, ,CAN,24,170,72,0,True,False,False,False,False,600000,,0,100,0,0,60,65,50,78,60,60,60,64,60,62,66,50,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Manzato,113, ,CAN,26,178,72,0,False,False,False,False,False,600000,,0,100,0,0,56,62,58,78,56,56,56,59,56,68,67,50,40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daren Machesney,114, ,CAN,24,185,72,0,True,False,False,False,False,600000,,0,100,0,0,54,64,65,78,54,54,54,58,54,63,67,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Caruso,115, ,USA,28,218,71,0,False,False,False,False,False,600000,,0,100,0,0,50,57,84,76,50,50,50,56,50,66,70,50,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Brown,116, ,CAN,25,185,72,0,False,False,False,False,False,600000,,0,100,0,0,50,51,65,78,50,50,50,55,50,63,67,50,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Leggio,117, ,CAN,26,179,71,0,False,False,False,False,False,600000,,0,100,0,0,50,50,59,76,50,50,50,57,50,63,60,50,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David LeNeveu,118, ,CAN,27,187,73,0,True,False,False,False,False,600000,,0,100,0,0,61,68,67,80,61,61,61,64,61,65,70,50,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Shantz,119, ,CAN,24,207,73,0,False,False,False,False,False,600000,,0,100,0,0,56,56,78,80,56,56,56,59,56,65,68,50,65,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devan Dubnyk,120,Flames,CAN,24,185,77,1,False,False,False,False,False,600000,,0,100,0,0,74,73,70,85,73,77,73,74,73,64,68,50,70,63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,321,2,1,1,0,34,198,0,0,5,3,0
Drew MacIntyre,121, ,CAN,27,187,73,0,False,False,False,False,False,600000,,0,100,0,0,71,70,67,80,71,71,71,61,71,71,68,50,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Coleman,122, ,USA,25,215,77,0,False,False,False,False,False,600000,,0,100,0,0,50,51,82,88,50,50,50,55,50,64,68,50,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Fisher,123, ,CAN,27,190,73,0,False,False,False,False,False,600000,,0,100,0,0,50,51,70,80,50,50,50,56,50,64,68,50,35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Reimer,124, ,CAN,22,208,75,0,False,False,False,False,False,600000,,0,100,0,0,50,51,79,84,50,50,50,55,50,60,60,50,65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Levasseur,125, ,CAN,23,197,72,0,True,False,False,False,False,600000,,0,100,0,0,57,66,73,78,57,57,57,58,57,64,65,50,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Frazee,126, ,USA,23,193,72,0,False,False,False,False,False,600000,,0,100,0,0,70,72,71,78,70,70,70,72,70,60,65,50,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Glass,127, ,CAN,25,203,75,0,False,False,False,False,False,600000,,0,100,0,0,58,66,76,84,58,58,58,62,58,65,67,50,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Jakaitis,128, ,USA,27,165,70,0,False,False,False,False,False,600000,,0,100,0,0,53,50,45,74,53,53,53,57,53,65,61,50,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Zatkoff,129, ,USA,23,170,75,0,False,False,False,False,False,600000,,0,100,0,0,54,51,50,84,54,54,54,55,54,61,65,50,65,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonas Enroth,130,Canadiens,SWE,22,174,70,3,True,False,False,False,False,850000,,0,100,0,1,68,72,50,74,68,68,68,71,68,61,65,50,75,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Fallon,131, ,USA,25,190,75,0,False,False,False,False,False,600000,,0,100,0,0,60,50,70,84,60,60,60,55,60,62,59,50,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Gistedt,132, ,SWE,23,176,71,0,False,False,False,False,False,600000,,0,100,0,0,50,50,56,76,50,50,50,56,50,62,67,50,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John DeCaro,133, ,USA,28,217,75,0,False,False,False,False,False,600000,,0,100,0,0,54,51,83,84,54,54,54,56,54,67,62,50,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Murray,134, ,USA,23,197,72,0,False,False,False,False,False,600000,,0,100,0,0,50,50,73,78,50,50,50,55,50,62,57,50,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Boutin,135, ,CAN,25,206,74,0,False,False,False,False,False,600000,,0,100,0,0,50,50,78,82,50,50,50,57,50,67,67,50,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Pearce,136, ,USA,24,201,73,0,True,False,False,False,False,600000,,0,100,0,0,50,50,75,80,50,50,50,57,50,62,58,50,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien Ellis,137, ,CAN,24,177,72,0,False,False,False,False,False,600000,,0,100,0,0,50,50,57,78,50,50,50,57,50,67,58,50,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Peters,138,Lightning,CAN,24,213,73,3,True,False,False,False,False,500000,,0,100,0,0,64,66,71,72,61,60,60,62,64,55,45,50,65,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,1,0,0,0,6,46,0,0,0,0,0
Karl Goehring,139, ,USA,32,160,68,0,False,False,False,False,False,600000,,0,100,0,0,60,62,40,70,60,60,60,59,60,73,77,50,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Briggs,140, ,USA,27,188,71,0,False,False,False,False,False,600000,,0,100,0,0,53,53,68,76,53,53,53,57,53,66,61,50,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lalande,141, ,CAN,23,175,71,0,False,False,False,False,False,600000,,0,100,0,0,63,60,55,76,63,63,63,57,63,62,66,50,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Nastiuk,142, ,CAN,25,170,73,0,False,False,False,False,False,600000,,0,100,0,0,50,53,50,80,50,50,50,56,50,67,67,50,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Regan,143, ,USA,26,190,73,0,False,False,False,False,False,600000,,0,100,0,0,55,60,70,80,55,55,55,57,55,64,67,50,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kris Mayotte,144, ,USA,27,180,72,0,True,False,False,False,False,600000,,0,100,0,0,50,53,60,78,50,50,50,55,50,67,68,50,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Jones,145, ,CAN,27,200,72,0,False,False,False,False,False,600000,,0,100,0,0,50,51,75,78,50,50,50,55,50,64,63,50,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leland Irving,146, ,CAN,22,176,72,0,False,False,False,False,False,600000,,0,100,0,0,69,68,56,78,69,69,69,67,69,64,65,50,80,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Len DiCostanzo,147, ,USA,24,185,70,0,False,False,False,False,False,600000,,0,100,0,0,50,50,65,74,50,50,50,56,50,61,59,50,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic Lacasse,148, ,CAN,24,175,74,0,True,False,False,False,False,600000,,0,100,0,0,61,54,55,82,61,61,61,56,61,65,63,50,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Keetley,149,Ducks,CAN,24,189,74,3,False,False,False,False,False,500000,,0,100,0,0,56,64,69,82,56,56,56,58,56,64,63,50,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Zaba,150,Penguins,CAN,27,185,73,3,False,False,False,False,False,600000,,0,100,0,1,67,66,65,80,67,67,67,69,67,65,69,50,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxime Daigneault,151,Rangers,CAN,26,203,75,3,False,False,False,False,False,600000,,0,100,0,1,50,51,76,84,50,50,50,55,50,68,69,50,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Mole,152, ,CAN,28,178,71,0,True,False,False,False,False,600000,,0,100,0,0,50,65,58,76,50,50,50,74,50,68,70,50,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Teslak,153, ,CAN,25,192,74,0,False,False,False,False,False,600000,,0,100,0,0,54,53,71,82,54,54,54,57,54,61,62,50,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michal Neuvirth,154,Capitals,CZE,22,197,72,2,True,False,False,False,False,600000,,0,100,0,2,78,72,73,78,82,83,83,82,82,62,59,50,62,66,2,84,1,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miika Wiikman,155, ,CAN,26,177,71,0,True,False,False,False,False,600000,,0,100,0,0,62,67,57,76,62,62,62,64,62,64,69,50,64,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brodeur,156,Islanders,CAN,27,167,74,2,True,False,False,False,False,500000,,1,100,0,2,72,65,47,82,76,79,74,73,74,74,67,50,65,63,3,173,0,1,1,0,9,120,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike McKenna,157, ,USA,26,187,75,0,True,False,False,False,False,600000,,0,100,0,0,64,62,67,84,64,64,64,68,64,62,67,50,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch OKeefe,158, ,CAN,26,210,74,0,False,False,False,False,False,600000,,0,100,0,0,59,51,80,82,59,59,59,56,59,61,63,50,61,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Lawson,159, ,CAN,27,191,74,0,False,False,False,False,False,600000,,0,100,0,0,66,63,70,82,66,66,66,67,66,63,63,50,63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Schaefer,160, ,CAN,30,195,74,0,True,False,False,False,False,600000,,0,100,0,0,65,68,72,82,65,65,65,63,65,68,73,50,68,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Jean,161, ,USA,28,175,67,0,False,False,False,False,False,600000,,0,100,0,0,50,50,55,72,50,50,50,57,50,63,60,50,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rejean Beauchemin,162, ,CAN,25,195,73,0,True,False,False,False,False,600000,,0,100,0,0,50,50,72,80,50,50,50,55,50,64,65,50,64,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riku Helenius,163, ,FIN,22,202,75,0,True,False,False,False,False,600000,,0,100,0,0,68,50,76,84,68,68,68,62,68,61,65,50,61,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Lemelin,164, ,USA,28,205,73,0,False,False,False,False,False,600000,,0,100,0,0,55,50,77,80,55,55,55,55,55,63,60,50,63,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gherson,165, ,CAN,27,175,73,0,True,False,False,False,False,600000,,0,100,0,0,54,59,55,80,54,54,54,57,54,69,65,50,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Munroe,166, ,CAN,28,210,74,0,False,False,False,False,False,600000,,0,100,0,0,71,71,80,82,71,71,71,73,71,64,68,50,64,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Dahm,167, ,DEN,23,175,71,0,False,False,False,False,False,600000,,0,100,0,0,56,60,55,76,56,56,56,60,56,61,62,50,61,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Dakers,168, ,CAN,24,170,74,0,False,False,False,False,False,600000,,0,100,0,0,55,61,50,82,55,55,55,57,55,61,61,50,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Greiss,169,Kings,GER,24,190,73,3,True,False,False,False,False,550000,,0,100,0,0,78,73,70,80,77,80,78,81,81,62,63,50,62,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuukka Rask,170,Senators,FIN,23,169,75,3,True,False,False,False,False,700000,,0,100,0,2,89,83,53,84,91,92,90,93,93,69,67,50,69,73,4,101,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Plante,171, ,USA,23,191,75,0,False,False,False,False,False,600000,,0,100,0,0,54,59,70,84,54,54,54,56,54,60,62,50,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Sims,172, ,GER,25,190,72,0,False,False,False,False,False,600000,,0,100,0,0,50,50,70,78,50,50,50,56,50,61,57,50,61,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Weiman,173, ,CAN,26,180,71,0,True,False,False,False,False,600000,,0,100,0,0,66,67,60,76,66,66,66,66,66,66,65,50,66,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Dubielewicz,174,Devils,CAN,31,185,70,2,False,False,False,False,False,525000,,0,100,0,2,71,50,65,74,70,70,70,72,73,69,72,50,69,60,6,286,3,1,0,0,17,149,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
